what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426801175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1381426806071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381426809770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426811201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426814547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1381426819810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381426823015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426826248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426833573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426847417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426851551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426870846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426873154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426876024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426877483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1381426881980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426884499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426891088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381426904691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426905227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426910455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426910543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426911270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426920283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426921624
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381426922192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381426927544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381426931135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426933091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426934529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426936312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381426948835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381426953600
