what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142797106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142797988
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142800691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142802041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142805082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142806422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142808025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142813308
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142815199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142816462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142819181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142820467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142822815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142826479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142827764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142830017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142832505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142833958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142837658
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142838990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142855553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142856998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142858675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142861109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142862185
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142863036
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142871304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142875011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142876378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142877687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142881746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142883091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142884898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142886979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142892690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142894054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142898635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142905996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142909321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142912894
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142915418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142916715
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142918868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142920092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380142927542
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142928490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142948448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380142964094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380142965187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142970577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380142973119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380142974093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380142982132
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142984771
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380142985762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1380142995064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380143001523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380143004537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380143005105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380143005257
